,State,County,UID,iso2,iso3,code3,FIPS,Country,Lat,Long_,Combined_Key,Date,ConfirmedCases
705810,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-08-20,13410
709152,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-08-21,13530
712494,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-08-22,13686
715836,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-08-23,13778
719178,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-08-24,13909
722520,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-08-25,14001
725862,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-08-26,14103
729204,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-08-27,14200
732546,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-08-28,14299
735888,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-08-29,14398
739230,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-08-30,14493
742572,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-08-31,14615
745914,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-01,14679
749256,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-02,14770
752598,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-03,14840
755940,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-04,15109
759282,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-05,15247
762624,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-06,15322
765966,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-07,15385
769308,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-08,15499
772650,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-09,15592
775992,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-10,15704
779334,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-11,15826
782676,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-12,15938
786018,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-13,16022
789360,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-14,16123
792702,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-15,16209
796044,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-16,16304
799386,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-17,16374
802728,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-18,16488
806070,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-19,16622
809412,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-20,16694
812754,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-21,16799
816096,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-22,16883
819438,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-23,16955
822780,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-24,17091
826122,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-25,17253
829464,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-26,17393
832806,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-27,17471
836148,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-28,17589
839490,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-29,17690
842832,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-09-30,17786
846174,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-01,17873
849516,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-02,18021
852858,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-03,18129
856200,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-04,18209
859542,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-05,18305
862884,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-06,18414
866226,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-07,18583
869568,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-08,18788
872910,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-09,18985
876252,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-10,19156
879594,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-11,19310
882936,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-12,19467
886278,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-13,19640
889620,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-14,19767
892962,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-15,19967
896304,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-16,20277
899646,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-17,20477
902988,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-18,20724
906330,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-19,20947
909672,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-20,21231
913014,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-21,21470
916356,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-22,21776
919698,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-23,22100
923040,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-24,22546
926382,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-25,22783
929724,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-26,23099
933066,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-27,23408
936408,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-28,23780
939750,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-29,24240
943092,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-30,24696
946434,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-10-31,25201
949776,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-01,25681
953118,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-02,26065
956460,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-03,26512
959802,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-04,27065
963144,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-05,27584
966486,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-06,28834
969828,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-07,29541
973170,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-08,30244
976512,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-09,30977
979854,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-10,31830
983196,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-11,32487
986538,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-12,33102
989880,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-13,33851
993222,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-14,34607
996564,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-15,35284
999906,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-16,35878
1003248,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-17,36941
1006590,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-18,37632
1009932,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-19,38670
1013274,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-20,39547
1016616,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-21,40314
1019958,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-22,41006
1023300,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-23,41602
1026642,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-24,42201
1029984,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-25,42881
1033326,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-26,43513
1036668,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-27,44035
1040010,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-28,44656
1043352,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-29,45087
1046694,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-11-30,45446
1050036,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-01,47179
1053378,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-02,47742
1056720,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-03,48499
1060062,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-04,49311
1063404,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-05,49976
1066746,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-06,50484
1070088,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-07,51051
1073430,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-08,51672
1076772,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-09,52300
1080114,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-10,52882
1083456,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-11,53456
1086798,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-12,54080
1090140,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-13,54533
1093482,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-14,55013
1096824,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-15,55495
1100166,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-16,55941
1103508,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-17,56512
1106850,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-18,56881
1110192,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-19,57421
1113534,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-20,57784
1116876,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-21,58048
1120218,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-22,58402
1123560,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-23,58741
1126902,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-24,59212
1130244,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-25,59577
1133586,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-26,59758
1136928,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-27,60077
1140270,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-28,60473
1143612,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-29,60839
1146954,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-30,61271
1150296,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2020-12-31,61805
1153638,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-01,61805
1156980,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-02,62676
1160322,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-03,63022
1163664,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-04,63396
1167006,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-05,63831
1170348,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-06,64259
1173690,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-07,64755
1177032,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-08,65385
1180374,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-09,65784
1183716,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-10,66084
1187058,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-11,66414
1190400,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-12,66858
1193742,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-13,67271
1197084,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-14,67651
1200426,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-15,68156
1203768,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-16,68534
1207110,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-17,68737
1210452,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-18,68970
1213794,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-19,69285
1217136,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-20,69579
1220478,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-21,69900
1223820,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-22,70324
1227162,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-23,70712
1230504,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-24,70890
1233846,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-25,71070
1237188,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-26,71323
1240530,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-27,71529
1243872,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-28,71819
1247214,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-29,72068
1250556,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-30,72279
1253898,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-01-31,72454
1257240,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-01,72610
1260582,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-02,72732
1263924,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-03,72945
1267266,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-04,73167
1270608,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-05,73399
1273950,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-06,73602
1277292,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-07,73692
1280634,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-08,73832
1283976,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-09,73981
1287318,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-10,74151
1290660,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-11,74406
1294002,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-12,74578
1297344,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-13,74742
1300686,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-14,74877
1304028,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-15,74991
1307370,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-16,75140
1310712,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-17,75281
1314054,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-18,75419
1317396,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-19,75587
1320738,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-20,75701
1324080,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-21,75826
1327422,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-22,76009
1330764,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-23,76156
1334106,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-24,76287
1337448,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-25,76398
1340790,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-26,76542
1344132,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-27,76659
1347474,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-02-28,76765
1350816,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-03-01,76871
1354158,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-03-02,77025
1357500,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-03-03,77279
1360842,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-03-04,77406
1364184,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-03-05,77506
1367526,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-03-06,77796
1370868,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-03-07,77882
1374210,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-03-08,77960
1377552,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-03-09,78098
1380894,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-03-10,78207
1384236,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-03-11,78341
1387578,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-03-12,78450
1390920,Illinois,DuPage,84017043,US,USA,840,17043.0,US,41.85116968,-88.08642662,"DuPage, Illinois, US",2021-03-13,78589
