,date,ConfirmedCases,DailyCases,State_Tribe_Territory,County_Name,FIPS_State,FIPS_County,order_code,Face_Masks_Required_in_Public,Source_of_Action,URL,Citation,Population
595524,2020-07-18,10107,94.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-43.aspx,"Ill. Exec. Order No. 2020-43 (June 26, 2020)",932877
598866,2020-07-19,10196,89.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-43.aspx,"Ill. Exec. Order No. 2020-43 (June 26, 2020)",932877
602208,2020-07-20,10317,121.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-43.aspx,"Ill. Exec. Order No. 2020-43 (June 26, 2020)",932877
605550,2020-07-21,10414,97.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-43.aspx,"Ill. Exec. Order No. 2020-43 (June 26, 2020)",932877
608892,2020-07-22,10531,117.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-43.aspx,"Ill. Exec. Order No. 2020-43 (June 26, 2020)",932877
612234,2020-07-23,10627,96.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-43.aspx,"Ill. Exec. Order No. 2020-43 (June 26, 2020)",932877
615576,2020-07-24,10701,74.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-48.aspx,"Ill. Exec. Order No. 2020-48 (July 24, 2020)",932877
618918,2020-07-25,10771,70.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-48.aspx,"Ill. Exec. Order No. 2020-48 (July 24, 2020)",932877
622260,2020-07-26,10875,104.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-48.aspx,"Ill. Exec. Order No. 2020-48 (July 24, 2020)",932877
625602,2020-07-27,10953,78.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-48.aspx,"Ill. Exec. Order No. 2020-48 (July 24, 2020)",932877
628944,2020-07-28,11005,52.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-48.aspx,"Ill. Exec. Order No. 2020-48 (July 24, 2020)",932877
632286,2020-07-29,11084,79.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-48.aspx,"Ill. Exec. Order No. 2020-48 (July 24, 2020)",932877
635628,2020-07-30,11177,93.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-48.aspx,"Ill. Exec. Order No. 2020-48 (July 24, 2020)",932877
638970,2020-07-31,11267,90.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-48.aspx,"Ill. Exec. Order No. 2020-48 (July 24, 2020)",932877
642312,2020-08-01,11380,113.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-48.aspx,"Ill. Exec. Order No. 2020-48 (July 24, 2020)",932877
645654,2020-08-02,11470,90.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-48.aspx,"Ill. Exec. Order No. 2020-48 (July 24, 2020)",932877
648996,2020-08-03,11558,88.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-48.aspx,"Ill. Exec. Order No. 2020-48 (July 24, 2020)",932877
652338,2020-08-04,11689,131.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-48.aspx,"Ill. Exec. Order No. 2020-48 (July 24, 2020)",932877
655680,2020-08-05,11804,115.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-48.aspx,"Ill. Exec. Order No. 2020-48 (July 24, 2020)",932877
659022,2020-08-06,11926,122.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-48.aspx,"Ill. Exec. Order No. 2020-48 (July 24, 2020)",932877
662364,2020-08-07,12021,95.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www.ilga.gov/commission/jcar/admincode/077/07700690sections.html,"Ill. Admin. Code tit. 77, pt. 690.50 (Aug. 21, 2020)",932877
665706,2020-08-08,12155,134.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www.ilga.gov/commission/jcar/admincode/077/07700690sections.html,"Ill. Admin. Code tit. 77, pt. 690.50 (Aug. 21, 2020)",932877
669048,2020-08-09,12233,78.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www.ilga.gov/commission/jcar/admincode/077/07700690sections.html,"Ill. Admin. Code tit. 77, pt. 690.50 (Aug. 21, 2020)",932877
672390,2020-08-10,12312,79.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www.ilga.gov/commission/jcar/admincode/077/07700690sections.html,"Ill. Admin. Code tit. 77, pt. 690.50 (Aug. 21, 2020)",932877
675732,2020-08-11,12427,115.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www.ilga.gov/commission/jcar/admincode/077/07700690sections.html,"Ill. Admin. Code tit. 77, pt. 690.50 (Aug. 21, 2020)",932877
679074,2020-08-12,12511,84.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www.ilga.gov/commission/jcar/admincode/077/07700690sections.html,"Ill. Admin. Code tit. 77, pt. 690.50 (Aug. 21, 2020)",932877
682416,2020-08-13,12592,81.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www.ilga.gov/commission/jcar/admincode/077/07700690sections.html,"Ill. Admin. Code tit. 77, pt. 690.50 (Aug. 21, 2020)",932877
685758,2020-08-14,12693,101.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www.ilga.gov/commission/jcar/admincode/077/07700690sections.html,"Ill. Admin. Code tit. 77, pt. 690.50 (Aug. 21, 2020)",932877
689100,2020-08-15,12815,122.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www.ilga.gov/commission/jcar/admincode/077/07700690sections.html,"Ill. Admin. Code tit. 77, pt. 690.50 (Aug. 21, 2020)",932877
692442,2020-08-16,12892,77.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www.ilga.gov/commission/jcar/admincode/077/07700690sections.html,"Ill. Admin. Code tit. 77, pt. 690.50 (Aug. 21, 2020)",932877
695784,2020-08-17,13032,140.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www.ilga.gov/commission/jcar/admincode/077/07700690sections.html,"Ill. Admin. Code tit. 77, pt. 690.50 (Aug. 21, 2020)",932877
699126,2020-08-18,13151,119.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www.ilga.gov/commission/jcar/admincode/077/07700690sections.html,"Ill. Admin. Code tit. 77, pt. 690.50 (Aug. 21, 2020)",932877
702468,2020-08-19,13289,138.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www.ilga.gov/commission/jcar/admincode/077/07700690sections.html,"Ill. Admin. Code tit. 77, pt. 690.50 (Aug. 21, 2020)",932877
705810,2020-08-20,13410,121.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www.ilga.gov/commission/jcar/admincode/077/07700690sections.html,"Ill. Admin. Code tit. 77, pt. 690.50 (Aug. 21, 2020)",932877
709152,2020-08-21,13530,120.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
712494,2020-08-22,13686,156.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
715836,2020-08-23,13778,92.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
719178,2020-08-24,13909,131.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
722520,2020-08-25,14001,92.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
725862,2020-08-26,14103,102.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
729204,2020-08-27,14200,97.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
732546,2020-08-28,14299,99.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
735888,2020-08-29,14398,99.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
739230,2020-08-30,14493,95.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
742572,2020-08-31,14615,122.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
745914,2020-09-01,14679,64.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
749256,2020-09-02,14770,91.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
752598,2020-09-03,14840,70.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
755940,2020-09-04,15109,269.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
759282,2020-09-05,15247,138.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
762624,2020-09-06,15322,75.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
765966,2020-09-07,15385,63.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
769308,2020-09-08,15499,114.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
772650,2020-09-09,15592,93.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
775992,2020-09-10,15704,112.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
779334,2020-09-11,15826,122.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
782676,2020-09-12,15938,112.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
786018,2020-09-13,16022,84.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
789360,2020-09-14,16123,101.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
792702,2020-09-15,16209,86.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
796044,2020-09-16,16304,95.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
799386,2020-09-17,16374,70.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-52.aspx,"Ill. Exec. Order No. 2020-52 (Aug. 21, 2020)",932877
802728,2020-09-18,16488,114.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-55.aspx,"Ill. Exec. Order No. 2020-55 (Sept. 18, 2020)",932877
806070,2020-09-19,16622,134.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-55.aspx,"Ill. Exec. Order No. 2020-55 (Sept. 18, 2020)",932877
809412,2020-09-20,16694,72.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-55.aspx,"Ill. Exec. Order No. 2020-55 (Sept. 18, 2020)",932877
812754,2020-09-21,16799,105.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-55.aspx,"Ill. Exec. Order No. 2020-55 (Sept. 18, 2020)",932877
816096,2020-09-22,16883,84.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-55.aspx,"Ill. Exec. Order No. 2020-55 (Sept. 18, 2020)",932877
819438,2020-09-23,16955,72.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-55.aspx,"Ill. Exec. Order No. 2020-55 (Sept. 18, 2020)",932877
822780,2020-09-24,17091,136.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-55.aspx,"Ill. Exec. Order No. 2020-55 (Sept. 18, 2020)",932877
826122,2020-09-25,17253,162.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-55.aspx,"Ill. Exec. Order No. 2020-55 (Sept. 18, 2020)",932877
829464,2020-09-26,17393,140.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-55.aspx,"Ill. Exec. Order No. 2020-55 (Sept. 18, 2020)",932877
832806,2020-09-27,17471,78.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-55.aspx,"Ill. Exec. Order No. 2020-55 (Sept. 18, 2020)",932877
836148,2020-09-28,17589,118.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-55.aspx,"Ill. Exec. Order No. 2020-55 (Sept. 18, 2020)",932877
839490,2020-09-29,17690,101.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-55.aspx,"Ill. Exec. Order No. 2020-55 (Sept. 18, 2020)",932877
842832,2020-09-30,17786,96.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-55.aspx,"Ill. Exec. Order No. 2020-55 (Sept. 18, 2020)",932877
846174,2020-10-01,17873,87.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-55.aspx,"Ill. Exec. Order No. 2020-55 (Sept. 18, 2020)",932877
849516,2020-10-02,18021,148.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-55.aspx,"Ill. Exec. Order No. 2020-55 (Sept. 18, 2020)",932877
852858,2020-10-03,18129,108.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-56.aspx,"Ill. Exec. Order No. 2020-56 (Oct. 2, 2020)",932877
856200,2020-10-04,18209,80.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-56.aspx,"Ill. Exec. Order No. 2020-56 (Oct. 2, 2020)",932877
859542,2020-10-05,18305,96.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-56.aspx,"Ill. Exec. Order No. 2020-56 (Oct. 2, 2020)",932877
862884,2020-10-06,18414,109.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-56.aspx,"Ill. Exec. Order No. 2020-56 (Oct. 2, 2020)",932877
866226,2020-10-07,18583,169.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-56.aspx,"Ill. Exec. Order No. 2020-56 (Oct. 2, 2020)",932877
869568,2020-10-08,18788,205.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-56.aspx,"Ill. Exec. Order No. 2020-56 (Oct. 2, 2020)",932877
872910,2020-10-09,18985,197.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-58.aspx,"Ill. Exec. Order No. 2020-58 (Oct. 9, 2020)",932877
876252,2020-10-10,19156,171.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-58.aspx,"Ill. Exec. Order No. 2020-58 (Oct. 9, 2020)",932877
879594,2020-10-11,19310,154.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-58.aspx,"Ill. Exec. Order No. 2020-58 (Oct. 9, 2020)",932877
882936,2020-10-12,19467,157.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-58.aspx,"Ill. Exec. Order No. 2020-58 (Oct. 9, 2020)",932877
886278,2020-10-13,19640,173.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-58.aspx,"Ill. Exec. Order No. 2020-58 (Oct. 9, 2020)",932877
889620,2020-10-14,19767,127.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-58.aspx,"Ill. Exec. Order No. 2020-58 (Oct. 9, 2020)",932877
892962,2020-10-15,19967,200.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-58.aspx,"Ill. Exec. Order No. 2020-58 (Oct. 9, 2020)",932877
896304,2020-10-16,20277,310.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-59.aspx,"Ill. Exec. Order No. 2020-59 (Oct. 16, 2020)",932877
899646,2020-10-17,20477,200.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-59.aspx,"Ill. Exec. Order No. 2020-59 (Oct. 16, 2020)",932877
902988,2020-10-18,20724,247.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-59.aspx,"Ill. Exec. Order No. 2020-59 (Oct. 16, 2020)",932877
906330,2020-10-19,20947,223.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-59.aspx,"Ill. Exec. Order No. 2020-59 (Oct. 16, 2020)",932877
909672,2020-10-20,21231,284.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-59.aspx,"Ill. Exec. Order No. 2020-59 (Oct. 16, 2020)",932877
913014,2020-10-21,21470,239.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-59.aspx,"Ill. Exec. Order No. 2020-59 (Oct. 16, 2020)",932877
916356,2020-10-22,21776,306.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-60.aspx,"Ill. Exec. Order No. 2020-60 (Oct. 21, 2020)",932877
919698,2020-10-23,22100,324.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-61.aspx,"Ill. Exec. Order No. 2020-61 (Oct. 21, 2020)",932877
923040,2020-10-24,22546,446.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Pages/Executive-Orders/ExecutiveOrder2020-61.aspx,"Ill. Exec. Order No. 2020-61 (Oct. 21, 2020)",932877
926382,2020-10-25,22783,237.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-62.pdf,"Ill. Exec. Order No. 2020-62 (Oct. 23, 2020)",932877
929724,2020-10-26,23099,316.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-62.pdf,"Ill. Exec. Order No. 2020-62 (Oct. 23, 2020)",932877
933066,2020-10-27,23408,309.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-62.pdf,"Ill. Exec. Order No. 2020-62 (Oct. 23, 2020)",932877
936408,2020-10-28,23780,372.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-63.pdf,"Ill. Exec. Order No. 2020-63 (Oct. 27, 2020)",932877
939750,2020-10-29,24240,460.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-63.pdf,"Ill. Exec. Order No. 2020-63 (Oct. 27, 2020)",932877
943092,2020-10-30,24696,456.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-64.pdf,"Ill. Exec. Order No. 2020-64 (Oct. 29, 2020)",932877
946434,2020-10-31,25201,505.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-65.pdf,"Ill. Exec. Order No. 2020-65 (Oct. 29, 2020)",932877
949776,2020-11-01,25681,480.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-66.pdf,"Ill. Exec. Order No. 2020-66 (Oct. 29, 2020)",932877
953118,2020-11-02,26065,384.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-67.pdf,"Ill. Exec. Order No. 2020-67 (Oct. 30, 2020)",932877
956460,2020-11-03,26512,447.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-67.pdf,"Ill. Exec. Order No. 2020-67 (Oct. 30, 2020)",932877
959802,2020-11-04,27065,553.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-69.pdf,"Ill. Exec. Order No. 2020-69 (Nov. 2, 2020)",932877
963144,2020-11-05,27584,519.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-69.pdf,"Ill. Exec. Order No. 2020-69 (Nov. 2, 2020)",932877
966486,2020-11-06,28834,1250.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-69.pdf,"Ill. Exec. Order No. 2020-69 (Nov. 2, 2020)",932877
969828,2020-11-07,29541,707.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-69.pdf,"Ill. Exec. Order No. 2020-69 (Nov. 2, 2020)",932877
973170,2020-11-08,30244,703.0,IL,DuPage County,17.0,43.0,1.0,Yes,Official,https://www2.illinois.gov/Documents/ExecOrders/2020/ExecutiveOrder-2020-69.pdf,"Ill. Exec. Order No. 2020-69 (Nov. 2, 2020)",932877
