,Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity
980512,2021-01-15,17043,2,DuPage County,IL,1.3,11845,11844.0,1.5,11844,1.7,959,0.6,98.4,29728.0,3.2,29724.0,3.8,29703.0,4.2,4364.0,2.9,A,1.0,1.0,1.0,1.0,Metro,1.0,1.0,1.0,1.0
981699,2021-01-14,17043,2,DuPage County,IL,1.1,10537,10536.0,1.3,10536,1.5,863,0.6,98.5,28021.0,3.0,28017.0,3.6,27999.0,3.9,4121.0,2.8,A,1.0,1.0,1.0,1.0,Metro,1.0,1.0,1.0,1.0
987304,2021-01-13,17043,2,DuPage County,IL,1.0,9680,9680.0,1.2,9680,1.4,789,0.5,98.6,26193.0,2.8,26189.0,3.3,26172.0,3.7,3826.0,2.6,A,1.0,1.0,1.0,1.0,Metro,1.0,1.0,1.0,1.0
989962,2021-01-12,17043,2,DuPage County,IL,0.9,7937,7937.0,1.0,7937,1.1,626,0.4,98.6,23993.0,2.6,23989.0,3.0,23973.0,3.4,3472.0,2.3,A,1.0,1.0,1.0,1.0,Metro,1.0,1.0,1.0,1.0
992686,2021-01-11,17043,2,DuPage County,IL,0.7,6328,6328.0,0.8,6328,0.9,451,0.3,98.6,23592.0,2.6,23588.0,3.0,23572.0,3.3,3351.0,2.2,A,1.0,1.0,1.0,1.0,Metro,1.0,1.0,1.0,1.0
997600,2021-01-10,17043,2,DuPage County,IL,0.6,5316,5316.0,0.7,5316,0.7,363,0.2,98.5,22937.0,2.5,22933.0,2.9,22917.0,3.2,3241.0,2.2,A,1.0,1.0,1.0,1.0,Metro,1.0,1.0,1.0,1.0
1000031,2021-01-09,17043,1,DuPage County,IL,0.4,3585,3585.0,0.5,3585,0.5,248,0.2,98.5,22066.0,2.4,22062.0,2.8,22049.0,3.1,3117.0,2.1,A,1.0,1.0,1.0,1.0,Metro,1.0,1.0,1.0,1.0
1003349,2021-01-08,17043,1,DuPage County,IL,0.2,1831,1831.0,0.2,1831,0.3,142,0.1,98.3,19854.0,2.2,19850.0,2.5,19842.0,2.8,2452.0,1.6,A,1.0,1.0,1.0,1.0,Metro,1.0,1.0,1.0,1.0
1005169,2021-01-07,17043,1,DuPage County,IL,0.0,381,381.0,0.0,381,0.1,41,0.0,96.3,19259.0,2.1,19255.0,2.4,19247.0,2.7,2360.0,1.6,A,1.0,1.0,1.0,1.0,Metro,,,1.0,
1009586,2021-01-06,17043,1,DuPage County,IL,0.0,132,132.0,0.0,132,0.0,25,0.0,94.6,17891.0,1.9,17887.0,2.3,17881.0,2.5,2119.0,1.4,A,1.0,1.0,1.0,1.0,Metro,,,,
1012448,2021-01-05,17043,1,DuPage County,IL,0.0,88,88.0,0.0,88,0.0,16,0.0,95.9,16607.0,1.8,16604.0,2.1,16598.0,2.3,1978.0,1.3,A,1.0,1.0,1.0,1.0,Metro,,,,
1017391,2021-01-04,17043,1,DuPage County,IL,0.0,79,79.0,0.0,79,0.0,15,0.0,97.4,16029.0,1.7,16026.0,2.0,16020.0,2.2,1916.0,1.3,A,1.0,1.0,1.0,1.0,Metro,,,,
1019929,2021-01-03,17043,1,DuPage County,IL,0.0,78,78.0,0.0,78,0.0,15,0.0,97.4,15719.0,1.7,15716.0,2.0,15710.0,2.2,1877.0,1.3,A,1.0,1.0,1.0,1.0,Metro,,,,
1023709,2021-01-02,17043,53,DuPage County,IL,0.0,78,78.0,0.0,78,0.0,15,0.0,97.3,15543.0,1.7,15540.0,2.0,15534.0,2.2,1830.0,1.2,A,1.0,1.0,1.0,1.0,Metro,,,,
1027481,2021-01-01,17043,53,DuPage County,IL,0.0,76,76.0,0.0,76,0.0,15,0.0,97.3,15034.0,1.6,15031.0,1.9,15026.0,2.1,1635.0,1.1,A,1.0,1.0,1.0,1.0,Metro,,,,
1029028,2020-12-31,17043,53,DuPage County,IL,0.0,74,74.0,0.0,74,0.0,14,0.0,97.0,13783.0,1.5,13780.0,1.7,13776.0,1.9,1387.0,0.9,A,1.0,1.0,1.0,1.0,Metro,,,,
1031997,2020-12-30,17043,53,DuPage County,IL,0.0,64,64.0,0.0,64,0.0,11,0.0,97.5,12390.0,1.3,12388.0,1.6,12386.0,1.7,1089.0,0.7,A,1.0,1.0,1.0,1.0,Metro,,,,
1035442,2020-12-29,17043,53,DuPage County,IL,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,,,,,Metro,,,,
1039335,2020-12-28,17043,53,DuPage County,IL,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,,,,,Metro,,,,
1041619,2020-12-27,17043,53,DuPage County,IL,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,,,,,Metro,,,,
1045151,2020-12-26,17043,52,DuPage County,IL,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,,,,,Metro,,,,
1048711,2020-12-25,17043,52,DuPage County,IL,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,,,,,Metro,,,,
1051588,2020-12-24,17043,52,DuPage County,IL,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,,,,,Metro,,,,
1056694,2020-12-23,17043,52,DuPage County,IL,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,,,,,Metro,,,,
1058826,2020-12-22,17043,52,DuPage County,IL,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,,,,,Metro,,,,
1061301,2020-12-21,17043,52,DuPage County,IL,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,,,,,Metro,,,,
1066002,2020-12-20,17043,52,DuPage County,IL,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,,,,,Metro,,,,
1069113,2020-12-19,17043,51,DuPage County,IL,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,,,,,Metro,,,,
1072631,2020-12-18,17043,51,DuPage County,IL,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,,,,,Metro,,,,
1076348,2020-12-17,17043,51,DuPage County,IL,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,,,,,Metro,,,,
1078791,2020-12-16,17043,51,DuPage County,IL,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,,,,,Metro,,,,
1083032,2020-12-15,17043,51,DuPage County,IL,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,,,,,Metro,,,,
1084092,2020-12-14,17043,51,DuPage County,IL,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,,,,,Metro,,,,
1088952,2020-12-13,17043,51,DuPage County,IL,0.0,0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A,,,,,Metro,,,,
